北京移动,#genre#
湖南金鹰卡通,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226576/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E6foULWwssGxn1Rcu94IVjA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPGWTEed3MvqZLdwYfz6kl0%2CEND
湖南快乐垂钓,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ERHz0NOpqUZZN1Iz6lVLkkg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMhHJMr8_QkziLvFpqQTxFp%2CEND
湖南茶频道,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226548/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ec1XXmbKOEhI6pFYCxtVG9A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPVCHO9Iz8p2G97rXCltnkq%2CEND
江苏优漫卡通,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226932/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQEOIlrOsNFRf5iToSTnL8A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMdrpl85EswlZX9tyKMHCMf%2CEND
广东嘉佳卡通,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226539/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQDRyt1jaDU7f52NwPN526A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOrrvnuCC1g5NqeSEXK0lJN%2CEND
江苏财富天下,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226575/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E1_S4VwSgLmMlOxPfOS6XnQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNlirfgn_JPFUYP0GwoFy84%2CEND
NewTV爱情喜剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226989/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ea1N_KgA8ifZhGjOaqvKIMg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNP9CZZDNz3_vynb5TY_tvZQ%2CEND
NewTV超级电视剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226972/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EZhWbo0Hgl8TyYelIcJIc-A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPlS_oPs-8j7eKLBqL7QWLX%2CEND
NewTV超级电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfPRR4mbRWhkCFuUCVm9THg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNYq9Mh1Cs1OELiAHQTgYh5%2CEND
NewTV超级体育,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eg-EQHTrpbCOxNSgnFRbr4w%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNKy-0YYlur07n4t8eB6IRB%2CEND
NewTV超级综艺,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ejm-KqHfTZezbm9C-325YiA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPa7YQOue5tQm88vGgzUbzk%2CEND
NewTV潮妈辣婆,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226980/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E_buXEAIzLX9DkyCQHTUDaw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOJprCmt2JAHJWVeQMFYhtY%2CEND
NewTV哒啵电竞,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226889/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EyKHPEcCpKH4LmXqAQnvIbg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOfkYn68Mhy2CETjrvqKOjb%2CEND
NewTV哒啵赛事,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226938/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErjVvYM0ZqthE-XIiqeoM2g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNXQKMqsJxOB_-7zwgsUuxK%2CEND
NewTV动作电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226974/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBow_B3ta32lPIHmLzLPzVQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNo0zCTs6pM_9_v-Cg_cn3T%2CEND
NewTV古装剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226986/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E-5s4GUWW-btT1rNpig0Z_Q%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOZOtkZk32v8r8lDfa6wiHw%2CEND
NewTV黑莓电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkBVQL3MtyiM0GGQzuPjqAQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNlirfgn_JPFUYP0GwoFy84%2CEND
NewTV黑莓动画,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226935/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EUc618y1E09GbQwwuOzEKaQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNDPGI_maimQP9tFzLXmXZg%2CEND
NewTV欢乐剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226969/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eopki56l9Hks18kOzEToNUQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNP8hBFYDpPwSsksi6YMSI23%2CEND
NewTV家庭剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226981/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EftyW3kjTIOj5n2P8RZkDxQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPUhvkzTU5aynROKngxKflV%2CEND
NewTV金牌综艺,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227004/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkcfszuSJNo6WZ8h7xrIswA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMo8zsOGgLfQywKOsplzOwr%2CEND
NewTV惊悚悬疑,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227013/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EsZ9kjVUW6IQXTWQniX9Byg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPUhvkzTU5aynROKngxKflV%2CEND
NewTV精品大剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226970/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E3L0P9l_fI2y0M6HyVzY8Ag%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPBLqjWrr1DuFOXxSF0Q7-V%2CEND
NewTV精品纪录,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226977/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EytT16QRYWEl2rKz4kPSdcQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMRwjQeR64fe9b1uJ_EB1h_%2CEND
NewTV精品萌宠,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226976/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EvfRMC51wpBEwf_3ooIvthw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPXFisjcznVDtQJWDivm03r%2CEND
NewTV精品体育,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226978/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEZy1Vmu4k2lYOlZCsti1BQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPh19DuODMOMagpfL25sUjR%2CEND
NewTV军旅剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226967/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfN0xtIcVecPauWX6HCC38w%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMiRC2I_pkk_Z9lSATVIyCI%2CEND
NewTV军事评论,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226985/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EqRd0uU_hKSUti2u5P6u77Q%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOJprCmt2JAHJWVeQMFYhtY%2CEND
NewTV明星大片,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227008/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfLBCW0GUL1k986fkoE_7hA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMiRC2I_pkk_Z9lSATVIyCI%2CEND
NewTV农业致富,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226962/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EUhRIwwqVhPIhuesQTtJ55Q%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOC30RGpjs8zlLDlZq5bOs4%2CEND
NewTV武搏世界,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226992/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E_JDeq9wxwhvmQV8q1RcJXQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOizhbKgVZAnBogt_J9O_bS%2CEND
NewTV炫舞未来,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226968/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eg4-11jnFsVKreoQSmD_yXg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO1iHY4Vy993GR697jLNKFn%2CEND
NewTV怡伴健康,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226984/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjNp5Bk4D1QoMTHkXgT3WLA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNw2dzQfgW0HReysMQK15rs%2CEND
NewTV中国功夫,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226988/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEWe2gbwg0iLJum2oZPyg5Q%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNIKhtAk8nktbRTWTiijV1T%2CEND
中国交通,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226891/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E5BgmhczIl26vs7ShVB3CnQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNeP55ODw-FYyLMdjeTNlOo%2CEND
睛彩青少,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227000/index.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAWLGkc6X5Fh9eyLXH5iy4A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMhHJMr8_QkziLvFpqQTxFp%2CEND
