陕西移动,#genre#
央视台球,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8
兵器科技,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226975/1.m3u8
兵器科技,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226975/1.m3u8
东方卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225797/1.m3u8
东方卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225797/1.m3u8
东方卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/1.m3u8
东方卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/1.m3u8
东方卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/1.m3u8
东方卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/1.m3u8
安徽卫视,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8
安徽卫视,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8
安徽卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8
安徽卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8
安徽卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8
安徽卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8
北京卫视,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/1.m3u8
北京卫视,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/1.m3u8
北京卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/1.m3u8
北京卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/1.m3u8
兵团卫视,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
兵团卫视,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
兵团卫视,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
兵团卫视,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
兵团卫视,http://[2409:8087:7008:20::06]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
兵团卫视,http://[2409:8087:7008:20::07]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8
重庆卫视,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8
重庆卫视,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8
重庆卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8
重庆卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8
广东卫视,http://[2409:8087:7008:20::06]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8
广东卫视,http://[2409:8087:7008:20::07]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8
广东卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8
广东卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8
广东卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226216/1.m3u8
广东卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226216/1.m3u8
黑龙江卫视,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
黑龙江卫视,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
黑龙江卫视,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
黑龙江卫视,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
黑龙江卫视,http://[2409:8087:7008:20::06]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
黑龙江卫视,http://[2409:8087:7008:20::07]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
湖北卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8
湖北卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8
湖北卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8
湖北卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8
湖南卫视,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8
湖南卫视,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8
湖南卫视,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8
湖南卫视,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8
湖南卫视,http://[2409:8087:7008:20::06]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8
湖南卫视,http://[2409:8087:7008:20::07]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8
江苏卫视,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/1.m3u8
江苏卫视,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/1.m3u8
江苏卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/1.m3u8
江苏卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/1.m3u8
江苏卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226200/1.m3u8
江苏卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226200/1.m3u8
宁夏卫视,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8
宁夏卫视,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8
宁夏卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8
宁夏卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8
山东教育卫视,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
山东教育卫视,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
山东教育卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
山东教育卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
深圳卫视,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226205/1.m3u8
深圳卫视,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226205/1.m3u8
深圳卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226205/1.m3u8
深圳卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226205/1.m3u8
西藏卫视,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/1.m3u8
西藏卫视,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/1.m3u8
西藏卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/1.m3u8
西藏卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/1.m3u8
浙江卫视,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/1.m3u8
浙江卫视,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/1.m3u8
浙江卫视,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/1.m3u8
浙江卫视,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/1.m3u8
浙江卫视,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/1.m3u8
浙江卫视,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226199/1.m3u8
CHC影迷电影,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC影迷电影,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC影迷电影,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC影迷电影,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭影院,http://[2409:8087:7008:20::08]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://[2409:8087:7008:20::09]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC动作电影,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
凤凰中文,http://[2409:8087:7008:20::06]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰中文,http://[2409:8087:7008:20::07]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰中文,http://[2409:8087:7008:20::0a]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰中文,http://[2409:8087:7008:20::0b]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰中文,http://[2409:8087:7008:20::0c]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰中文,http://[2409:8087:7008:20::0d]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰资讯,http://[2409:8087:7008:20::02]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
凤凰资讯,http://[2409:8087:7008:20::03]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
凤凰资讯,http://[2409:8087:7008:20::04]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
凤凰资讯,http://[2409:8087:7008:20::05]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
凤凰资讯,http://[2409:8087:7008:20::06]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
凤凰资讯,http://[2409:8087:7008:20::07]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
